Price,Close,High,Low,Open,Volume
Ticker,6199.T,6199.T,6199.T,6199.T,6199.T
Date,,,,,
2022-01-04,1637.095947265625,1691.861403088131,1628.2943561512936,1687.9495848150948,142700
2022-01-05,1556.90380859375,1613.625178504829,1548.1022167109963,1613.625178504829,157200
2022-01-06,1474.7554931640625,1515.8295851487378,1466.9318565955527,1511.9177668644832,168600
2022-01-07,1469.8658447265625,1510.9399401879834,1426.835839957455,1500.1824389957067,173900
2022-01-11,1426.835693359375,1456.1743299603218,1415.1002387189963,1456.1743299603218,119000
2022-01-12,1470.8436279296875,1476.7113551687687,1433.6813554155065,1435.6372644952003,168400
2022-01-13,1390.6514892578125,1471.8217238628747,1381.8498975536493,1466.931950693895,235600
2022-01-14,1281.12060546875,1328.062429180582,1251.781965648855,1251.781965648855,431100
2022-01-17,1225.3770751953125,1282.0984402083436,1225.3770751953125,1251.7818485634477,306500
2022-01-18,1226.3551025390625,1262.5394237463554,1203.8621461129073,1241.0244219474243,259800
2022-01-19,1162.7879638671875,1210.707736978619,1156.9202365474205,1197.9943277857903,203000
2022-01-20,1181.369140625,1192.1266410777112,1134.4273204677152,1153.9864121999174,268000
2022-01-21,1203.862060546875,1210.7077424508784,1170.611605584573,1177.4572874885764,297200
2022-01-24,1173.5455322265625,1185.280987548828,1148.1187123616535,1176.479396057129,206000
2022-01-25,1102.15478515625,1185.2809224572982,1096.2870578173524,1173.545467779503,251400
2022-01-26,1146.162841796875,1158.8762521581032,1107.044656070019,1113.890338572219,201300
2022-01-27,1068.904296875,1166.6997494710658,1054.23497898559,1157.8981587374199,247900
2022-01-28,1067.9263916015625,1096.28707416241,1044.4554818960337,1078.6838918832632,178200
2022-01-31,1147.1407470703125,1154.9643838789762,1079.6618795955883,1079.6618795955883,154100
2022-02-01,1172.5675048828125,1221.46523235916,1167.6777321351776,1202.884095918148,230400
2022-02-02,1252.759765625,1252.759765625,1196.038402310207,1196.038402310207,148100
2022-02-03,1197.994384765625,1228.3109773596939,1189.192793367347,1213.6416583625637,135400
2022-02-04,1223.421142578125,1223.421142578125,1173.5454605065947,1173.5454605065947,96900
2022-02-07,1191.148681640625,1224.3991374499692,1180.3911812317194,1221.4652737020858,90400
2022-02-08,1174.5234375,1205.8179837114903,1168.6557100853456,1188.214801467527,68200
2022-02-09,1211.685791015625,1211.685791015625,1170.6116964049259,1184.303061275159,88600
2022-02-10,1229.288818359375,1244.9360905103297,1214.619500717855,1228.3108638499405,68100
2022-02-14,1153.0084228515625,1182.3470595653428,1143.2288772803024,1182.3470595653428,126900
2022-02-15,1161.8099365234375,1172.5674359356917,1145.184710159045,1157.8981185553453,68600
2022-02-16,1190.1707763671875,1202.8841864680696,1177.4573662663054,1194.0825948597667,65400
2022-02-17,1136.3831787109375,1187.2368149355234,1133.449315082596,1179.4131785932793,113500
2022-02-18,1148.1187744140625,1159.8542303705947,1107.0446785662,1119.7580891857765,76900
2022-02-21,1131.4935302734375,1139.3171674749824,1104.1108000680301,1114.8683012201545,66200
2022-02-22,1104.1107177734375,1143.228900865499,1089.4413991139145,1106.0666269280407,71100
2022-02-24,1093.353271484375,1109.0005454948848,1075.7500882225515,1075.7500882225515,135200
2022-02-25,1192.126708984375,1196.0385275536428,1133.4494304453574,1137.3612490146252,184000
2022-02-28,1232.2227783203125,1238.0905058361234,1169.6336848183282,1189.1927765376984,134000
2022-03-01,1321.2166748046875,1335.885993917989,1245.9141700230732,1256.671670706161,230300
2022-03-02,1321.2166748046875,1338.8198577406492,1274.2748536421227,1282.0984905025502,167200
2022-03-03,1295.789794921875,1347.62138671875,1267.4291126179246,1347.62138671875,158600
2022-03-04,1230.266845703125,1267.429119261725,1202.884117817841,1267.429119261725,156700
2022-03-07,1182.34716796875,1195.060578377016,1152.0305739182693,1185.281031909119,127100
2022-03-08,1168.65576171875,1226.3550838454498,1154.9643971463126,1170.6116709433838,112400
2022-03-09,1170.6116943359375,1195.0605601324273,1145.1848739075879,1158.8762387536224,67200
